snapshot_hour_utc,game_id,position,user_login,viewer_count,language,started_at
2026-08-28T01,1730141938,1,lvcaoabelha,29024,pt,2026-08-28T00:41:05Z
2026-08-28T01,1820378900,1,rescue,816,en,2026-08-27T10:16:24Z
2026-08-28T01,1820378900,2,shanks_lol1,475,pt,2026-08-27T23:02:04Z
2026-08-28T01,1820378900,3,albyaround,342,en,2026-08-27T19:33:13Z
2026-08-28T01,1763844707,1,distortion2,1646,en,2026-08-27T17:00:30Z
2026-08-28T01,1763844707,2,tobiasfate,171,en,2026-08-27T19:05:15Z
2026-08-28T01,1763844707,3,raptorraptoria,97,en,2026-08-27T21:44:51Z
2026-08-28T01,1282866981,1,poach,400,en,2026-08-27T17:37:50Z
2026-08-28T01,1282866981,2,equalplays,231,en,2026-08-27T22:04:56Z
2026-08-28T01,1282866981,3,winghaven,193,es,2026-08-27T22:18:05Z
2026-08-28T01,1832641890,1,robertsportmas,471,es,2026-08-27T22:58:18Z
2026-08-28T01,1832641890,2,yourfriendkyle,403,en,2026-08-28T00:43:51Z
2026-08-28T01,1832641890,3,ryue_domi,359,es,2026-08-27T22:34:41Z
2026-08-28T01,509658,1,2xrakai,27435,en,2026-08-27T23:49:17Z
2026-08-28T01,509658,2,jasontheween,18807,en,2026-08-27T18:59:57Z
2026-08-28T01,509658,3,yourragegaming,17859,en,2026-08-27T18:43:00Z
2026-08-28T01,18122,1,maximum,14021,en,2026-08-27T16:52:03Z
2026-08-28T01,18122,2,teamliquid,13438,en,2026-08-27T06:40:55Z
2026-08-28T01,18122,3,penta,1743,en,2026-08-27T18:33:11Z
2026-08-28T01,1898040946,1,tumblurr,30396,it,2026-08-27T17:58:10Z
2026-08-28T01,1898040946,2,jerma985,9261,en,2026-08-27T22:44:32Z
2026-08-28T01,1898040946,3,vinesauce,5129,en,2026-08-27T22:51:54Z
2026-08-28T01,32982,1,officermesser,4119,en,2026-08-27T22:53:17Z
2026-08-28T01,32982,2,teegrizzley,3037,en,2026-08-27T18:47:20Z
2026-08-28T01,32982,3,aenot,2134,fr,2026-08-27T17:33:29Z
2026-08-28T01,491931,1,theburntpeanut,37841,en,2026-08-28T00:10:51Z
2026-08-28T01,491931,2,stankrat,1014,en,2026-08-27T22:38:57Z
2026-08-28T01,491931,3,heyyouvideogame,980,en,2026-08-28T00:43:00Z
2026-08-28T01,21779,1,loltyler1,6029,en,2026-08-27T20:09:59Z
2026-08-28T01,21779,2,doublelift,3962,en,2026-08-27T20:49:56Z
2026-08-28T01,21779,3,nissaxter,3336,es,2026-08-27T21:32:01Z
2026-08-28T01,27471,1,valkyrae,4463,en,2026-08-27T19:31:31Z
2026-08-28T01,27471,2,fuslie,3928,en,2026-08-27T19:24:19Z
2026-08-28T01,27471,3,foolish,2120,en,2026-08-27T20:53:34Z
2026-08-28T01,33214,1,faxuty,6108,en,2026-08-27T22:14:28Z
2026-08-28T01,33214,2,aussieantics,3783,en,2026-08-27T21:39:55Z
2026-08-28T01,33214,3,gorilon,1818,es,2026-08-28T01:12:38Z
2026-08-28T01,602040818,1,luuhliq,3316,en,2026-08-28T01:10:46Z
2026-08-28T01,602040818,2,joeknowsyt,3120,en,2026-08-27T21:08:45Z
2026-08-28T01,602040818,3,rayasianboy,1761,en,2026-08-27T21:49:58Z
2026-08-28T01,32399,1,strogo,8322,ru,2026-08-27T20:05:45Z
2026-08-28T01,32399,2,summit1g,3159,en,2026-08-28T01:11:17Z
2026-08-28T01,32399,3,oruipinto,1301,pt,2026-08-27T19:59:57Z
2026-08-28T01,516575,1,johnqtcs,3232,en,2026-08-27T23:02:29Z
2026-08-28T01,516575,2,xarola_,1972,pt,2026-08-27T20:41:09Z
2026-08-28T01,516575,3,melhssn_,1484,fr,2026-08-27T21:25:20Z
2026-08-28T01,570615518,1,zackrawrr,24995,en,2026-08-27T18:07:51Z
2026-08-28T01,570615518,2,dizzykitten,1390,en,2026-08-27T23:04:28Z
2026-08-28T01,570615518,3,streamdatabase,1101,en,2026-08-26T17:52:13Z
2026-08-28T01,491487,1,facuuparejas,1623,es,2026-08-27T21:14:49Z
2026-08-28T01,491487,2,ohtofu,1335,en,2026-08-27T22:21:52Z
2026-08-28T01,491487,3,sabrinoca,882,pt,2026-08-28T00:09:32Z
2026-08-28T01,30921,1,xqc,23437,en,2026-08-27T17:47:50Z
2026-08-28T01,30921,2,kaydop,2172,fr,2026-08-27T21:18:52Z
2026-08-28T01,30921,3,redify,549,en,2026-08-28T00:54:05Z
2026-08-28T01,513143,1,k3soju,8275,en,2026-08-27T14:01:33Z
2026-08-28T01,513143,2,gotaga,3720,fr,2026-08-27T17:24:37Z
2026-08-28T01,513143,3,boxbox,2393,en,2026-08-27T23:44:03Z
2026-08-28T01,511224,1,imperialhal__,8522,en,2026-08-27T20:58:06Z
2026-08-28T01,511224,2,nicewigg,4488,en,2026-08-27T21:56:41Z
2026-08-28T01,511224,3,sweetdreams,1439,en,2026-08-27T21:00:15Z
2026-08-28T01,1264310518,1,kingsman265_twitch,2234,en,2026-08-28T00:08:50Z
2026-08-28T01,1264310518,2,aramori,903,en,2026-08-27T21:32:08Z
2026-08-28T01,1264310518,3,lythero,862,en,2026-08-27T23:00:35Z
2026-08-28T01,29595,1,mellstroy,4006,ru,2026-08-27T22:54:44Z
2026-08-28T01,29595,2,judah_xx,2785,en,2026-08-27T21:10:26Z
2026-08-28T01,29595,3,masondota2,2138,en,2026-08-27T21:03:24Z
2026-08-28T01,498566,1,grumpybets00,2823,en,2026-08-28T00:00:41Z
2026-08-28T01,498566,2,its_cashback,2411,en,2026-08-28T01:30:31Z
2026-08-28T01,498566,3,synare35,2164,en,2026-08-27T09:45:32Z
2026-08-28T01,674491029,1,barbarousking,2800,en,2026-08-27T23:04:20Z
2026-08-28T01,674491029,2,strippin,2486,en,2026-08-27T15:07:00Z
2026-08-28T01,674491029,3,fairlight_excalibur,981,en,2026-08-28T00:31:02Z
2026-08-28T01,509672,1,tylil,2746,en,2026-08-28T01:11:39Z
2026-08-28T01,509672,2,funnymike,1535,en,2026-08-27T20:06:36Z
2026-08-28T01,509672,3,cooksux,1345,en,2026-08-27T20:37:46Z
2026-08-28T01,458353,1,moonmoon,13957,en,2026-08-27T20:02:11Z
2026-08-28T01,458353,2,dolphinchemist,1763,en,2026-08-27T23:01:54Z
2026-08-28T01,458353,3,smokaloke,436,en,2026-08-27T17:36:21Z
2026-08-28T01,624536948,1,facada,8463,pt,2026-08-28T00:05:24Z
2026-08-28T01,624536948,2,caaua,1950,pt,2026-08-27T20:53:12Z
2026-08-28T01,624536948,3,drakingyt,1687,es,2026-08-28T00:10:28Z
2026-08-28T01,499973,1,cineillojuan,2490,es,2026-08-27T22:37:14Z
2026-08-28T01,499973,2,theburntpeanut_247,1004,en,2026-08-26T03:52:08Z
2026-08-28T01,499973,3,eliasn97_vod,970,de,2026-08-26T21:04:46Z
2026-08-28T01,515025,1,warn,950,en,2026-08-27T22:30:08Z
2026-08-28T01,515025,2,vulture_ow,559,en,2026-08-27T23:39:44Z
2026-08-28T01,515025,3,joystick,377,en,2026-08-27T23:01:14Z
2026-08-28T01,512710,1,ketchup,669,es,2026-08-27T19:49:58Z
2026-08-28T01,512710,2,dongy,504,en,2026-08-27T19:22:38Z
2026-08-28T01,512710,3,nexzou,499,en,2026-08-28T01:03:37Z
2026-08-28T01,1702520304,1,guythatdies,4504,en,2026-08-27T20:46:33Z
2026-08-28T01,1702520304,2,787prada,3135,en,2026-08-27T19:00:45Z
2026-08-28T01,1702520304,3,datmodz,2842,en,2026-08-27T21:26:28Z
2026-08-28T01,518203,1,primevideo,8988,en,2026-08-27T23:31:20Z
2026-08-28T01,518203,2,betboomtennis,567,ru,2026-08-27T21:01:16Z
2026-08-28T01,518203,3,assodiroma_official,469,it,2026-08-27T22:58:41Z
2026-08-28T01,509659,1,besa,1078,en,2026-08-27T21:37:41Z
2026-08-28T01,509659,2,tarakaminarito,931,en,2026-08-27T22:01:14Z
2026-08-28T01,509659,3,kyouasmr,712,en,2026-08-28T00:29:51Z
2026-08-28T01,1867279146,1,joblessgarrett,1247,en,2026-08-27T18:02:19Z
2026-08-28T01,1867279146,2,tealzlol,1118,pt,2026-08-27T23:26:02Z
2026-08-28T01,1867279146,3,bobbyraygray,812,en,2026-08-27T22:54:26Z
2026-08-28T01,512953,1,lilaggy,3008,en,2026-08-27T22:47:40Z
2026-08-28T01,512953,2,qttsix,2148,zh,2026-08-27T14:17:26Z
2026-08-28T01,512953,3,peeve,676,en,2026-08-27T18:29:14Z
2026-08-28T01,19619,1,rubini,985,pt,2026-08-27T22:38:45Z
2026-08-28T01,19619,2,tibiaemprego,615,pt,2026-08-27T22:54:42Z
2026-08-28T01,19619,3,antedeguemonn,567,pt,2026-08-26T13:54:27Z
2026-08-28T01,493959,1,fanum,6787,en,2026-08-27T18:48:58Z
2026-08-28T01,493959,2,ventura,189,pt,2026-08-27T17:04:36Z
2026-08-28T01,493959,3,emiru247,176,en,2026-08-27T17:57:18Z
2026-08-28T01,27284,1,gromfalloon,2200,en,2026-08-27T22:58:53Z
2026-08-28T01,27284,2,macaw45,843,en,2026-08-28T01:02:40Z
2026-08-28T01,27284,3,yunalescka,235,en,2026-08-27T20:50:04Z
2026-08-28T01,460630,1,mingo,1932,en,2026-08-27T17:58:04Z
2026-08-28T01,460630,2,beaulo,778,en,2026-08-27T21:11:01Z
2026-08-28T01,460630,3,psypho,597,en,2026-08-27T21:34:13Z
2026-08-28T01,509660,1,dibujanding,442,es,2026-08-28T01:12:40Z
2026-08-28T01,509660,2,trailboundsketches,350,en,2026-08-28T01:23:47Z
2026-08-28T01,509660,3,carmilla_png,147,en,2026-08-28T00:10:24Z
2026-08-28T01,2132205352,1,surefour,1987,en,2026-08-27T22:25:24Z
2026-08-28T01,2132205352,2,eido,1180,en,2026-08-26T22:07:13Z
2026-08-28T01,2132205352,3,lomein,693,en,2026-08-27T22:06:33Z
2026-08-28T01,2012789438,1,shotzzy,1956,en,2026-08-28T00:39:59Z
2026-08-28T01,2012789438,2,formal,1237,en,2026-08-28T00:39:59Z
2026-08-28T01,2012789438,3,methodz,543,en,2026-08-28T00:39:59Z
2026-08-28T01,509663,1,xthesolutiontv,3273,de,2026-08-27T16:36:01Z
2026-08-28T01,509663,2,chrismelberger,987,en,2026-08-27T19:54:59Z
2026-08-28T01,509663,3,asthereus,620,en,2026-08-27T22:40:09Z
2026-08-28T01,24241,1,vulpixie,625,en,2026-08-27T17:00:58Z
2026-08-28T01,24241,2,afrosenju,500,en,2026-08-27T22:24:29Z
2026-08-28T01,24241,3,midnababy,249,en,2026-08-27T22:48:46Z
2026-08-28T01,138585,1,beterbabbit,1630,en,2026-08-27T16:20:14Z
2026-08-28T01,138585,2,xqn_thesad,1187,en,2026-08-27T13:25:20Z
2026-08-28T01,138585,3,ness,573,pt,2026-08-27T21:15:59Z
2026-08-28T01,1119642287,1,joshuaschmidtygo,2938,en,2026-08-27T23:36:13Z
2026-08-28T01,1119642287,2,seereax,991,en,2026-08-28T00:10:05Z
2026-08-28T01,1119642287,3,mrlo_tw,767,zh,2026-08-27T23:15:48Z
